[Sep 15, 2018 02:49:50 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions instance #43.
[Sep 16, 2018 02:50:28 0-details] [] Created fileoptions lock file `iknqycn1to.txt.lock` with ID: 5b9dc4f42cf806.79620810.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions instance #43.
[Sep 16, 2018 02:50:28 0-details] [] Created fileoptions lock file `p4pk41qb09.txt.lock` with ID: 5b9dc4f4591ca5.63360475.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions instance #43.
[Sep 16, 2018 02:50:28 0-details] [] Created fileoptions lock file `tuc38h8icd.txt.lock` with ID: 5b9dc4f48118b4.55794582.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions instance #43.
[Sep 16, 2018 02:50:28 0-details] [] Created fileoptions lock file `uansky4rsn.txt.lock` with ID: 5b9dc4f4a49934.93891940.
[Sep 16, 2018 02:50:28 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 16, 2018 02:50:28 0-details] [] BackupBuddy plugin options backed up.
[Sep 16, 2018 02:50:28 0-details] [] Cleaning up remote send stats.
[Sep 16, 2018 02:50:29 0-details] [] Cleaning up any temporary local destinations.
[Sep 16, 2018 02:50:29 0-details] [] Cleaning up old logs.
[Sep 16, 2018 02:50:29 0-details] [] Cleaning up expired or corrupt transients.
[Sep 16, 2018 02:50:29 0-details] [] Option NOT selected to purge unexpiring transients.
[Sep 16, 2018 02:50:29 0-details] [] Found `997` transients.
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_gforms_zapier_version' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_gforms_zapier_version' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_it-updater-get_package_details-70a26' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_it-updater-get_package_details-70a26' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 16, 2018 02:50:29 0-details] [] Completed transient cleanup.
[Sep 16, 2018 02:50:29 0-details] [] About to schedule PHP runtime tests.
[Sep 16, 2018 02:50:29 0-details] [] Not enough time elapsed since last PHP runtime test interval. Waiting until next housekeeping (or longer). Elapsed: `258841`. Interval limit: `604800`.
[Sep 16, 2018 02:50:29 0-details] [] About to schedule PHP memory tests.
[Sep 16, 2018 02:50:29 0-details] [] Not enough time elapsed since last PHP memory test interval. Waiting until next housekeeping (or longer). Elapsed: `345534`. Interval limit: `604800`.
[Sep 16, 2018 02:50:29 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 17, 2018 02:49:23 0-message] [] Starting periodic housekeeeping procedure for BackupBuddy v8.2.0.2.
[Sep 17, 2018 02:49:23 0-warning] [] Warning! BackupBuddy is configured to notify you if no new backups have completed in `10` days. It has been `664` days since your last completed backup.
[Sep 17, 2018 02:49:23 0-details] [] Sending email error notification with subject `BackupBuddy Error - https://mimoymima.com` to recipient(s): `brent@mimoymima.com`.
[Sep 17, 2018 02:49:24 0-details] [] Removing .htaccess high security mode for backups directory. Normal mode .htaccess to be added next.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up any importbuddy scripts in site root if it exists & is not very recent.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up importbuddy directory in site root if it exists & is not very recent.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up dat file if it exists in site root.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up stale fileoptions lock files.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up stale fileoptions lock files - found no lock files.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up any old temporary zip directories in: `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_temp/`. If no recent backups then the temp directory will also be purged.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up any old temporary zip directories in backup directory temp location `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_backups/temp_zip_XXXX/`.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up old backup fileoptions option files.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `01v7ixog5q.txt.lock` with ID: 5b9f16343233e3.86643911.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `8omyvhoxgc.txt.lock` with ID: 5b9f16343523c5.68883164.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `8yqcazcxut.txt.lock` with ID: 5b9f163438db00.33665489.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `iknqycn1to.txt.lock` with ID: 5b9f16343becc4.22348290.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `p4pk41qb09.txt.lock` with ID: 5b9f16343f5085.16096287.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `tuc38h8icd.txt.lock` with ID: 5b9f1634427670.44976523.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions instance #43.
[Sep 17, 2018 02:49:24 0-details] [] Created fileoptions lock file `uansky4rsn.txt.lock` with ID: 5b9f1634460637.13477546.
[Sep 17, 2018 02:49:24 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 17, 2018 02:49:24 0-details] [] BackupBuddy plugin options backed up.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up remote send stats.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up any temporary local destinations.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up old logs.
[Sep 17, 2018 02:49:24 0-details] [] Cleaning up expired or corrupt transients.
[Sep 17, 2018 02:49:24 0-details] [] Option NOT selected to purge unexpiring transients.
[Sep 17, 2018 02:49:24 0-details] [] Found `999` transients.
[Sep 17, 2018 02:49:24 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 17, 2018 02:49:24 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 17, 2018 02:49:24 0-details] [] Completed transient cleanup.
[Sep 17, 2018 02:49:24 0-details] [] About to schedule PHP runtime tests.
[Sep 17, 2018 02:49:24 0-details] [] Not enough time elapsed since last PHP runtime test interval. Waiting until next housekeeping (or longer). Elapsed: `345176`. Interval limit: `604800`.
[Sep 17, 2018 02:49:24 0-details] [] About to schedule PHP memory tests.
[Sep 17, 2018 02:49:24 0-details] [] Not enough time elapsed since last PHP memory test interval. Waiting until next housekeeping (or longer). Elapsed: `431869`. Interval limit: `604800`.
[Sep 17, 2018 02:49:24 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 18, 2018 02:49:47 0-message] [] Starting periodic housekeeeping procedure for BackupBuddy v8.2.0.2.
[Sep 18, 2018 02:49:47 0-warning] [] Warning! BackupBuddy is configured to notify you if no new backups have completed in `10` days. It has been `665` days since your last completed backup.
[Sep 18, 2018 02:49:47 0-details] [] Sending email error notification with subject `BackupBuddy Error - https://mimoymima.com` to recipient(s): `brent@mimoymima.com`.
[Sep 18, 2018 02:49:48 0-details] [] Removing .htaccess high security mode for backups directory. Normal mode .htaccess to be added next.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up any importbuddy scripts in site root if it exists & is not very recent.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up importbuddy directory in site root if it exists & is not very recent.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up dat file if it exists in site root.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up stale fileoptions lock files.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up stale fileoptions lock files - found no lock files.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up any old temporary zip directories in: `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_temp/`. If no recent backups then the temp directory will also be purged.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up any old temporary zip directories in backup directory temp location `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_backups/temp_zip_XXXX/`.
[Sep 18, 2018 02:49:48 0-details] [] Cleaning up old backup fileoptions option files.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:48 0-details] [] Created fileoptions lock file `01v7ixog5q.txt.lock` with ID: 5ba067cce7d147.57249328.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:48 0-details] [] Created fileoptions lock file `8omyvhoxgc.txt.lock` with ID: 5ba067ccea4287.72390745.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:48 0-details] [] Created fileoptions lock file `8yqcazcxut.txt.lock` with ID: 5ba067cced1138.52401588.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:48 0-details] [] Created fileoptions lock file `iknqycn1to.txt.lock` with ID: 5ba067ccf1a208.88362320.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 18, 2018 02:49:48 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:49 0-details] [] Created fileoptions lock file `p4pk41qb09.txt.lock` with ID: 5ba067cd025938.87709870.
[Sep 18, 2018 02:49:49 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 18, 2018 02:49:49 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:49 0-details] [] Created fileoptions lock file `tuc38h8icd.txt.lock` with ID: 5ba067cd05ed96.33084860.
[Sep 18, 2018 02:49:49 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 18, 2018 02:49:49 0-details] [] Fileoptions instance #43.
[Sep 18, 2018 02:49:49 0-details] [] Created fileoptions lock file `uansky4rsn.txt.lock` with ID: 5ba067cd092596.58996019.
[Sep 18, 2018 02:49:49 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 18, 2018 02:49:49 0-details] [] BackupBuddy plugin options backed up.
[Sep 18, 2018 02:49:49 0-details] [] Cleaning up remote send stats.
[Sep 18, 2018 02:49:49 0-details] [] Cleaning up any temporary local destinations.
[Sep 18, 2018 02:49:49 0-details] [] Cleaning up old logs.
[Sep 18, 2018 02:49:49 0-details] [] Cleaning up expired or corrupt transients.
[Sep 18, 2018 02:49:49 0-details] [] Option NOT selected to purge unexpiring transients.
[Sep 18, 2018 02:49:49 0-details] [] Found `999` transients.
[Sep 18, 2018 02:49:49 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 18, 2018 02:49:49 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 18, 2018 02:49:49 0-details] [] Completed transient cleanup.
[Sep 18, 2018 02:49:49 0-details] [] About to schedule PHP runtime tests.
[Sep 18, 2018 02:49:49 0-details] [] Not enough time elapsed since last PHP runtime test interval. Waiting until next housekeeping (or longer). Elapsed: `431601`. Interval limit: `604800`.
[Sep 18, 2018 02:49:49 0-details] [] About to schedule PHP memory tests.
[Sep 18, 2018 02:49:49 0-details] [] Not enough time elapsed since last PHP memory test interval. Waiting until next housekeeping (or longer). Elapsed: `518294`. Interval limit: `604800`.
[Sep 18, 2018 02:49:49 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 19, 2018 02:49:26 0-message] [] Starting periodic housekeeeping procedure for BackupBuddy v8.2.0.2.
[Sep 19, 2018 02:49:26 0-warning] [] Warning! BackupBuddy is configured to notify you if no new backups have completed in `10` days. It has been `666` days since your last completed backup.
[Sep 19, 2018 02:49:26 0-details] [] Sending email error notification with subject `BackupBuddy Error - https://mimoymima.com` to recipient(s): `brent@mimoymima.com`.
[Sep 19, 2018 02:49:27 0-details] [] Removing .htaccess high security mode for backups directory. Normal mode .htaccess to be added next.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up any importbuddy scripts in site root if it exists & is not very recent.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up importbuddy directory in site root if it exists & is not very recent.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up dat file if it exists in site root.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up stale fileoptions lock files.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up stale fileoptions lock files - found no lock files.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up any old temporary zip directories in: `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_temp/`. If no recent backups then the temp directory will also be purged.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up any old temporary zip directories in backup directory temp location `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_backups/temp_zip_XXXX/`.
[Sep 19, 2018 02:49:27 0-details] [] Cleaning up old backup fileoptions option files.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `01v7ixog5q.txt.lock` with ID: 5ba1b937acbf53.83192217.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `8omyvhoxgc.txt.lock` with ID: 5ba1b937b41229.51729272.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `8yqcazcxut.txt.lock` with ID: 5ba1b937bc4667.51109824.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `iknqycn1to.txt.lock` with ID: 5ba1b937c4c5a2.40163723.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `p4pk41qb09.txt.lock` with ID: 5ba1b937cdc807.88252739.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `tuc38h8icd.txt.lock` with ID: 5ba1b937d807e8.22722210.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions instance #43.
[Sep 19, 2018 02:49:27 0-details] [] Created fileoptions lock file `uansky4rsn.txt.lock` with ID: 5ba1b937e49545.49980780.
[Sep 19, 2018 02:49:27 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 19, 2018 02:49:28 0-details] [] BackupBuddy plugin options backed up.
[Sep 19, 2018 02:49:28 0-details] [] Cleaning up remote send stats.
[Sep 19, 2018 02:49:28 0-details] [] Cleaning up any temporary local destinations.
[Sep 19, 2018 02:49:28 0-details] [] Cleaning up old logs.
[Sep 19, 2018 02:49:28 0-details] [] Cleaning up expired or corrupt transients.
[Sep 19, 2018 02:49:28 0-details] [] Option NOT selected to purge unexpiring transients.
[Sep 19, 2018 02:49:28 0-details] [] Found `999` transients.
[Sep 19, 2018 02:49:28 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 19, 2018 02:49:28 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 19, 2018 02:49:28 0-details] [] Completed transient cleanup.
[Sep 19, 2018 02:49:28 0-details] [] About to schedule PHP runtime tests.
[Sep 19, 2018 02:49:28 0-details] [] Not enough time elapsed since last PHP runtime test interval. Waiting until next housekeeping (or longer). Elapsed: `517980`. Interval limit: `604800`.
[Sep 19, 2018 02:49:28 0-details] [] About to schedule PHP memory tests.
[Sep 19, 2018 02:49:28 0-details] [] Not enough time elapsed since last PHP memory test interval. Waiting until next housekeeping (or longer). Elapsed: `604673`. Interval limit: `604800`.
[Sep 19, 2018 02:49:28 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 20, 2018 02:49:43 0-message] [] Starting periodic housekeeeping procedure for BackupBuddy v8.2.0.2.
[Sep 20, 2018 02:49:43 0-warning] [] Warning! BackupBuddy is configured to notify you if no new backups have completed in `10` days. It has been `667` days since your last completed backup.
[Sep 20, 2018 02:49:43 0-details] [] Sending email error notification with subject `BackupBuddy Error - https://mimoymima.com` to recipient(s): `brent@mimoymima.com`.
[Sep 20, 2018 02:49:45 0-details] [] Removing .htaccess high security mode for backups directory. Normal mode .htaccess to be added next.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up any importbuddy scripts in site root if it exists & is not very recent.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up importbuddy directory in site root if it exists & is not very recent.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up dat file if it exists in site root.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up stale fileoptions lock files.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up stale fileoptions lock files - found no lock files.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up any old temporary zip directories in: `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_temp/`. If no recent backups then the temp directory will also be purged.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up any old temporary zip directories in backup directory temp location `/nfs/c05/h02/mnt/40749/domains/mimoymima.com/html/wp-content/uploads/backupbuddy_backups/temp_zip_XXXX/`.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up old backup fileoptions option files.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `01v7ixog5q.txt.lock` with ID: 5ba30ac9224cb5.65855345.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `8omyvhoxgc.txt.lock` with ID: 5ba30ac924d188.05230183.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `8yqcazcxut.txt.lock` with ID: 5ba30ac9286909.73177296.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `iknqycn1to.txt.lock` with ID: 5ba30ac92bbcf2.31371144.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `p4pk41qb09.txt.lock` with ID: 5ba30ac92e8544.99973176.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.05 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `tuc38h8icd.txt.lock` with ID: 5ba30ac93142a4.31742146.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions instance #43.
[Sep 20, 2018 02:49:45 0-details] [] Created fileoptions lock file `uansky4rsn.txt.lock` with ID: 5ba30ac93445e8.43243987.
[Sep 20, 2018 02:49:45 0-details] [] Fileoptions load using 0.04 MB of memory.
[Sep 20, 2018 02:49:45 0-details] [] BackupBuddy plugin options backed up.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up remote send stats.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up any temporary local destinations.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up old logs.
[Sep 20, 2018 02:49:45 0-details] [] Cleaning up expired or corrupt transients.
[Sep 20, 2018 02:49:45 0-details] [] Option NOT selected to purge unexpiring transients.
[Sep 20, 2018 02:49:45 0-details] [] Found `999` transients.
[Sep 20, 2018 02:49:45 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 20, 2018 02:49:45 0-details] [] SQL: `DELETE FROM `wp_options` WHERE option_name='_site_transient_timeout_theme_roots' LIMIT 1`. Rows affected: `1`. (value found; expires; PAST expiration)
[Sep 20, 2018 02:49:45 0-details] [] Completed transient cleanup.
[Sep 20, 2018 02:49:45 0-details] [] About to schedule PHP runtime tests.
[Sep 20, 2018 02:49:45 0-details] [] Not enough time elapsed since last PHP runtime test interval. Waiting until next housekeeping (or longer). Elapsed: `604397`. Interval limit: `604800`.
[Sep 20, 2018 02:49:45 0-details] [] About to schedule PHP memory tests.
[Sep 20, 2018 02:49:45 0-details] [] PHP memory test cron event scheduled.
[Sep 20, 2018 02:49:45 0-details] [] Spawning cron now.
[Sep 20, 2018 02:49:45 0-message] [] Finished periodic housekeeping cleanup procedure.
[Sep 20, 2018 02:50:01 0-warning] [] Warning: Unable to remove schedule for tag `backupbuddy_cron` as wp_unschedule_event() returned false. A plugin may have prevented it or it is already unscheduled. This may not be a problem.
[Sep 20, 2018 02:50:01 0-details] [] Beginning PHP memory test function.
[Sep 20, 2018 02:50:01 0-details] [] PHP memory test results cron event scheduled.
[Sep 20, 2018 02:50:01 0-details] [] Start PHP memory test loops.
[Sep 21, 2018 02:52:44 0-message] [] Starting periodic housekeeeping procedure for BackupBuddy v8.2.0.2.
[Sep 21, 2018 02:52:44 0-warning] [] Warning! BackupBuddy is configured to notify you if no new backups have completed in `10` days. It has been `668` days since your last completed backup.
[Sep 21, 2018 02:52:44 0-details] [] Sending email error notification with subject `BackupBuddy Error - https://mimoymima.com` to recipient(s): `brent@mimoymima.com`.
[Sep 21, 2018 02:52:46 0-details] [] Removing .htaccess high security mode for backups directory. Normal mode .htaccess to be added next.
[Sep 21, 2018 02:52:46 0-details] [] Cleaning up any importbuddy scripts in site root if it exists & is not very recent.
[Sep 21, 2018 02:52:46 0-details] [] Cleaning up importbuddy directory in site root if it exists & is not very recent.
[Sep 21, 2018 02:52:46 0-details] [] Cleaning up dat file if it exists in site root.
[Sep 21, 2018 02:52:46 0-details] [] Cleaning up stale fileoptions lock files.
